protein_name,trimester,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
METAP1,Second,log2rfu,Control,sPTD,306,62,-12.516563356139466,6.060278478140956e-36,1.8180835434422868e-35,****
JAK2,Second,log2rfu,Control,sPTD,306,62,-12.508925983101376,6.67202265059866e-36,2.001606795179598e-35,****
SPARCL1,Second,log2rfu,Control,sPTD,306,62,12.505258636232393,6.98720411466524e-36,2.0961612343995722e-35,****
SET,Second,log2rfu,Control,sPTD,306,62,-12.459737077303977,1.237780207949163e-35,3.7133406238474885e-35,****
LYVE1,Second,log2rfu,Control,sPTD,306,62,-12.401341089539923,2.569861725053466e-35,7.709585175160398e-35,****
GPC5,Second,log2rfu,Control,sPTD,306,62,-12.382363801327301,3.2560928239059206e-35,9.768278471717762e-35,****
UBE2N,Third,log2rfu,Control,sPTD,260,62,12.377199856493172,3.472477513751475e-35,1.0417432541254423e-34,****
CD48,Third,log2rfu,Control,sPTD,260,62,-12.37305520995922,3.6564382923425496e-35,1.0969314877027649e-34,****
GPC5,Third,log2rfu,Control,sPTD,260,62,-12.355144748645092,4.569329561218744e-35,1.3707988683656232e-34,****
SIRT2,Second,log2rfu,Control,sPTD,306,62,12.341333158526352,5.425009225839864e-35,1.6275027677519593e-34,****
RAN,Third,log2rfu,Control,sPTD,260,62,12.320897860318492,6.991154615767188e-35,2.0973463847301566e-34,****
BOC,Third,log2rfu,Control,sPTD,260,62,-12.318960587331837,7.161131720118848e-35,2.148339516035654e-34,****
UBE2N,Second,log2rfu,Control,sPTD,306,62,12.312177398965275,7.789296919203327e-35,2.3367890757609982e-34,****
FER,Second,log2rfu,Control,sPTD,306,62,-12.310614729090199,7.941598328965194e-35,2.3824794986895582e-34,****
CAMK1,Second,log2rfu,Control,sPTD,306,62,12.30023916424398,9.030635082496158e-35,2.7091905247488475e-34,****
CAMK2B,Second,log2rfu,Control,sPTD,306,62,-12.28613290104736,1.0752802223071309e-34,3.225840666921393e-34,****
CAMK2D,Second,log2rfu,Control,sPTD,306,62,-12.28613290104736,1.0752802223071309e-34,3.225840666921393e-34,****
PIM1,Second,log2rfu,Control,sPTD,306,62,12.28613290104736,1.0752802223071309e-34,3.225840666921393e-34,****
MICA,Third,log2rfu,Control,sPTD,260,62,-12.28481615094203,1.0929320112656113e-34,3.2787960337968342e-34,****
PCSK7,Second,log2rfu,Control,sPTD,306,62,-12.284619504546724,1.0955927608620647e-34,3.286778282586194e-34,****
CAMK2A,Second,log2rfu,Control,sPTD,306,62,-12.258933998356868,1.5046623003792375e-34,4.513986901137712e-34,****
NR1D1,Second,log2rfu,Control,sPTD,306,62,-12.24796011396389,1.7227475414792907e-34,5.168242624437872e-34,****
LIN7B,Second,log2rfu,Control,sPTD,306,62,-12.243595900799265,1.817960726450025e-34,5.453882179350075e-34,****
GAS1,Third,log2rfu,Control,sPTD,260,62,-12.24070593524587,1.8838693076047539e-34,5.651607922814261e-34,****
SET,Third,log2rfu,Control,sPTD,260,62,-12.232276934991432,2.089968777313041e-34,6.269906331939122e-34,****
GAS1,Second,log2rfu,Control,sPTD,306,62,-12.178822530572067,4.030587420124917e-34,1.2091762260374752e-33,****
CNTN2,Third,log2rfu,Control,sPTD,260,62,-12.173208736523305,4.3176911566886075e-34,1.2953073470065823e-33,****
PPIE,Third,log2rfu,Control,sPTD,260,62,12.172566083465236,4.35182741543658e-34,1.305548224630974e-33,****
PA2G4,Third,log2rfu,Control,sPTD,260,62,12.170917538664089,4.440625233168706e-34,1.3321875699506119e-33,****
PA2G4,Second,log2rfu,Control,sPTD,306,62,12.150342520146154,5.712576598024685e-34,1.7137729794074056e-33,****
CD27,Third,log2rfu,Control,sPTD,260,62,12.144205524598089,6.157781217980328e-34,1.8473343653940985e-33,****
PDPK1,Second,log2rfu,Control,sPTD,306,62,-12.138031215589823,6.640461112571588e-34,1.9921383337714764e-33,****
ECM1,Third,log2rfu,Control,sPTD,260,62,-12.123631312927309,7.9171843748615e-34,2.37515531245845e-33,****
NR1D1,Third,log2rfu,Control,sPTD,260,62,-12.101408556455382,1.0381441179606238e-33,3.114432353881871e-33,****
GDF2,Second,log2rfu,Control,sPTD,306,62,12.09253077382188,1.1566791126960046e-33,3.470037338088014e-33,****
FLRT1,Third,log2rfu,Control,sPTD,260,62,12.087791762674177,1.2253607110045063e-33,3.676082133013519e-33,****
CDON,Third,log2rfu,Control,sPTD,260,62,-12.086161845497905,1.2499069304243192e-33,3.749720791272957e-33,****
FYN,Third,log2rfu,Control,sPTD,260,62,12.086161845497905,1.2499069304243192e-33,3.749720791272957e-33,****
JAK2,Third,log2rfu,Control,sPTD,260,62,-12.086161845497905,1.2499069304243192e-33,3.749720791272957e-33,****
PCSK7,Third,log2rfu,Control,sPTD,260,62,-12.084662321695735,1.272920529006326e-33,3.818761587018978e-33,****
PDPK1,Third,log2rfu,Control,sPTD,260,62,12.08316279789356,1.2963549639468887e-33,3.889064891840666e-33,****
LRIG3,Third,log2rfu,Control,sPTD,260,62,-12.077937749117055,1.3814099773745036e-33,4.144229932123511e-33,****
PARK7,Third,log2rfu,Control,sPTD,260,62,-12.076680384438216,1.4026916681996075e-33,4.2080750045988226e-33,****
LYVE1,Third,log2rfu,Control,sPTD,260,62,-12.071166607476195,1.4999271492682353e-33,4.4997814478047055e-33,****
PTN,Second,log2rfu,Control,sPTD,306,62,-12.071132051208242,1.5005571888265415e-33,4.5016715664796246e-33,****
NACA,Third,log2rfu,Control,sPTD,260,62,12.068167559871853,1.5555967345514934e-33,4.66679020365448e-33,****
PARK7,Second,log2rfu,Control,sPTD,306,62,-12.06777442269288,1.563044835191753e-33,4.68913450557526e-33,****
CPNE1,Second,log2rfu,Control,sPTD,306,62,-12.061763071011287,1.6814439844018685e-33,5.0443319532056055e-33,****
PDK1,Second,log2rfu,Control,sPTD,306,62,-12.02738433375964,2.5511555386498043e-33,7.653466615949413e-33,****
LY86,Third,log2rfu,Control,sPTD,260,62,12.026339228222476,2.583645753964739e-33,7.750937261894217e-33,****
SHC1,Third,log2rfu,Control,sPTD,260,62,12.020182798202383,2.7835498616346036e-33,8.35064958490381e-33,****
HIPK3,Second,log2rfu,Control,sPTD,306,62,12.01847993109311,2.8415058666580898e-33,8.52451759997427e-33,****
PTN,Third,log2rfu,Control,sPTD,260,62,-12.00054928158762,3.529462383877483e-33,1.0588387151632449e-32,****
MATK,Third,log2rfu,Control,sPTD,260,62,-11.996646794177002,3.699844583234292e-33,1.1099533749702876e-32,****
SIRT2,Third,log2rfu,Control,sPTD,260,62,11.96919898892857,5.152363176821172e-33,1.5457089530463515e-32,****
PSME1,Third,log2rfu,Control,sPTD,260,62,11.967392109316016,5.2657821031887584e-33,1.5797346309566275e-32,****
CAMK2A,Third,log2rfu,Control,sPTD,260,62,11.966647004321146,5.313271731286819e-33,1.5939815193860456e-32,****
XPNPEP1,Third,log2rfu,Control,sPTD,260,62,11.964700417522057,5.439355052116863e-33,1.631806515635059e-32,****
DSC3,Second,log2rfu,Control,sPTD,306,62,-11.961041254603877,5.684461129961521e-33,1.7053383389884563e-32,****
CAMK2D,Third,log2rfu,Control,sPTD,260,62,11.95574984377121,6.058423518915376e-33,1.817527055674613e-32,****
BOC,Second,log2rfu,Control,sPTD,306,62,-11.950496752473866,6.453831569601729e-33,1.9361494708805185e-32,****
C5,Second,log2rfu,Control,sPTD,306,62,11.94548494638804,6.854934768435892e-33,2.0564804305307675e-32,****
SGTA,Third,log2rfu,Control,sPTD,260,62,11.896784097239879,1.2299613761219075e-32,3.6898841283657226e-32,****
AIF1,Third,log2rfu,Control,sPTD,260,62,11.882226608402654,1.4641454573621134e-32,4.39243637208634e-32,****
GOT1,Second,log2rfu,Control,sPTD,306,62,11.878909578467063,1.5234162438863808e-32,4.570248731659142e-32,****
MAPKAPK3,Second,log2rfu,Control,sPTD,306,62,-11.871673431477978,1.6611127199132618e-32,4.983338159739785e-32,****
MEPE,Third,log2rfu,Control,sPTD,260,62,-11.870966209167719,1.6752159968923876e-32,5.025647990677162e-32,****
LY86,Second,log2rfu,Control,sPTD,306,62,11.868864849134939,1.7178262452956064e-32,5.153478735886819e-32,****
MDM2,Third,log2rfu,Control,sPTD,260,62,11.867231370380942,1.751691046048817e-32,5.255073138146451e-32,****
DSC3,Third,log2rfu,Control,sPTD,260,62,-11.861233275172262,1.8818268785207465e-32,5.64548063556224e-32,****
LY9,Second,log2rfu,Control,sPTD,306,62,-11.849352592856977,2.1685969280120012e-32,6.505790784036004e-32,****
FYN,Second,log2rfu,Control,sPTD,306,62,-11.845769714629892,2.2633069639221487e-32,6.789920891766446e-32,****
GREM1,Second,log2rfu,Control,sPTD,306,62,-11.830051508183757,2.7297422845094693e-32,8.189226853528408e-32,****
BTK,Third,log2rfu,Control,sPTD,260,62,11.822245656315816,2.995680145785956e-32,8.987040437357868e-32,****
PTH,Second,log2rfu,Control,sPTD,306,62,-11.819492927946765,3.0954725996719703e-32,9.286417799015911e-32,****
CAMK1,Third,log2rfu,Control,sPTD,260,62,11.813993618497658,3.3048248095567405e-32,9.91447442867022e-32,****
FGFR4,Third,log2rfu,Control,sPTD,260,62,-11.808591607284871,3.524149835336386e-32,1.057244950600916e-31,****
UFM1,Second,log2rfu,Control,sPTD,306,62,-11.807808099151162,3.557138679258119e-32,1.0671416037774357e-31,****
CHST2,Third,log2rfu,Control,sPTD,260,62,11.804251370689764,3.7107885831119504e-32,1.113236574933585e-31,****
BMP10,Third,log2rfu,Control,sPTD,260,62,-11.794304219008284,4.176380446214737e-32,1.2529141338644212e-31,****
MRC2,Third,log2rfu,Control,sPTD,260,62,-11.790755656470225,4.3561481526444486e-32,1.3068444457933346e-31,****
PPID,Third,log2rfu,Control,sPTD,260,62,11.753826390162102,6.749196996226386e-32,2.0247590988679157e-31,****
PCSK9,Third,log2rfu,Control,sPTD,260,62,11.73397865586132,8.535037702049799e-32,2.56051131061494e-31,****
DMP1,Second,log2rfu,Control,sPTD,306,62,-11.709620342000628,1.1378798899139588e-31,3.4136396697418765e-31,****
LRP8,Third,log2rfu,Control,sPTD,260,62,-11.70598133567917,1.1877704607615334e-31,3.5633113822846e-31,****
ING1,Third,log2rfu,Control,sPTD,260,62,11.697263607239218,1.3162990539785668e-31,3.9488971619357e-31,****
MICA,Second,log2rfu,Control,sPTD,306,62,-11.692705496460968,1.3889045385419185e-31,4.166713615625756e-31,****
FGFR4,Second,log2rfu,Control,sPTD,306,62,-11.691304724816192,1.4120058440353206e-31,4.236017532105962e-31,****
KYNU,Third,log2rfu,Control,sPTD,260,62,11.687838029054143,1.470831428838929e-31,4.412494286516787e-31,****
FCRL3,Third,log2rfu,Control,sPTD,260,62,-11.685788990318258,1.5067385636664088e-31,4.520215690999227e-31,****
COLEC12,Second,log2rfu,Control,sPTD,306,62,11.675290878123421,1.7048158427310799e-31,5.11444752819324e-31,****
PTH,Third,log2rfu,Control,sPTD,260,62,-11.67229327609872,1.7659761919965681e-31,5.297928575989705e-31,****
RBM39,Second,log2rfu,Control,sPTD,306,62,-11.660178030277542,2.036162060862511e-31,6.108486182587533e-31,****
FCAR,Third,log2rfu,Control,sPTD,260,62,-11.633305657242275,2.7907677669092094e-31,8.372303300727629e-31,****
CKAP2,Second,log2rfu,Control,sPTD,306,62,11.627685759361574,2.9806912934692612e-31,8.942073880407785e-31,****
GPC2,Second,log2rfu,Control,sPTD,306,62,-11.62078044788658,3.2317046778596866e-31,9.69511403357906e-31,****
BGN,Third,log2rfu,Control,sPTD,260,62,-11.57208596810147,5.70778420541829e-31,1.712335261625487e-30,****
GPC2,Third,log2rfu,Control,sPTD,260,62,-11.550748023810952,7.318070837965575e-31,2.1954212513896724e-30,****
MBD4,Third,log2rfu,Control,sPTD,260,62,11.547534758520587,7.5968326480769365e-31,2.279049794423081e-30,****
PPIE,Second,log2rfu,Control,sPTD,306,62,11.54566670808062,7.763711291891081e-31,2.3291133875673245e-30,****
PCNA,Second,log2rfu,Control,sPTD,306,62,-11.51803138407367,1.0702833755186616e-30,3.210850126555985e-30,****
FGF7,Third,log2rfu,Control,sPTD,260,62,11.510661375087077,1.1658087451905414e-30,3.4974262355716245e-30,****
ROR1,Third,log2rfu,Control,sPTD,260,62,-11.507783407044402,1.205367668387337e-30,3.616103005162011e-30,****
CNTF,Third,log2rfu,Control,sPTD,260,62,-11.47804440393675,1.700840028089394e-30,5.1025200842681815e-30,****
TF,Third,log2rfu,Control,sPTD,260,62,-11.45607312040059,2.1923109267692166e-30,6.57693278030765e-30,****
CHST6,Third,log2rfu,Control,sPTD,260,62,-11.446833818464233,2.438918258350407e-30,7.316754775051221e-30,****
TEC,Third,log2rfu,Control,sPTD,260,62,11.435713126415834,2.7724936514814712e-30,8.317480954444413e-30,****
DLL4,Third,log2rfu,Control,sPTD,260,62,-11.434772431359816,2.8027057138264857e-30,8.408117141479457e-30,****
CDC37,Third,log2rfu,Control,sPTD,260,62,11.409494744408935,3.7490060259629176e-30,1.1247018077888753e-29,****
CDON,Second,log2rfu,Control,sPTD,306,62,-11.40342855418136,4.0197047482051425e-30,1.2059114244615428e-29,****
PRL,Second,log2rfu,Control,sPTD,306,62,11.40326665595106,4.027189036490865e-30,1.2081567109472596e-29,****
ERP29,Second,log2rfu,Control,sPTD,306,62,-11.388569112261168,4.767543611554985e-30,1.4302630834664953e-29,****
CRK,Third,log2rfu,Control,sPTD,260,62,11.382018997723193,5.139588137861105e-30,1.5418764413583314e-29,****
RELT,Third,log2rfu,Control,sPTD,260,62,-11.364890896653677,6.254255881169247e-30,1.8762767643507741e-29,****
PCNA,Third,log2rfu,Control,sPTD,260,62,-11.364890896653677,6.254255881169247e-30,1.8762767643507741e-29,****
IL24,Second,log2rfu,Control,sPTD,306,62,-11.355534834226365,6.961258800655249e-30,2.0883776401965746e-29,****
ETHE1,Third,log2rfu,Control,sPTD,260,62,-11.346896611027622,7.684184628928623e-30,2.305255388678587e-29,****
SKP1,Third,log2rfu,Control,sPTD,260,62,11.332897950936548,9.017107514003475e-30,2.705132254201043e-29,****
DMP1,Third,log2rfu,Control,sPTD,260,62,-11.33103518844938,9.210961898933557e-30,2.763288569680067e-29,****
DAPK2,Third,log2rfu,Control,sPTD,260,62,11.314354150376783,1.1141977042746651e-29,3.3425931128239956e-29,****
AGR2,Third,log2rfu,Control,sPTD,260,62,-11.300634904658784,1.3027271902457814e-29,3.9081815707373443e-29,****
MEPE,Second,log2rfu,Control,sPTD,306,62,-11.271889761588918,1.806504101895037e-29,5.419512305685111e-29,****
IL22RA1,Second,log2rfu,Control,sPTD,306,62,11.25446810419788,2.201502517962486e-29,6.604507553887458e-29,****
NRP1,Second,log2rfu,Control,sPTD,306,62,-11.240643403140911,2.574987320053012e-29,7.724961960159037e-29,****
NXPH1,Third,log2rfu,Control,sPTD,260,62,-11.235354393295951,2.7339459234057993e-29,8.201837770217398e-29,****
MICB,Third,log2rfu,Control,sPTD,260,62,-11.213317913072741,3.5079229164492774e-29,1.0523768749347833e-28,****
ROBO2,Third,log2rfu,Control,sPTD,260,62,-11.20303546414357,3.939977272525682e-29,1.1819931817577046e-28,****
COMMD7,Third,log2rfu,Control,sPTD,260,62,11.194056948955417,4.360168592965509e-29,1.3080505778896527e-28,****
CD70,Third,log2rfu,Control,sPTD,260,62,-11.185348534327902,4.8101178567163745e-29,1.4430353570149123e-28,****
BDNF,Third,log2rfu,Control,sPTD,260,62,11.163954707162766,6.120691897555221e-29,1.836207569266566e-28,****
ARSB,Second,log2rfu,Control,sPTD,306,62,11.161468129470457,6.294343746796601e-29,1.8883031240389803e-28,****
PYY,Second,log2rfu,Control,sPTD,306,62,-11.152387750466644,6.971022010596233e-29,2.09130660317887e-28,****
FCN2,Third,log2rfu,Control,sPTD,260,62,-11.11678956098765,1.0394538405492979e-28,3.1183615216478936e-28,****
RAC1,Third,log2rfu,Control,sPTD,260,62,11.11481503275125,1.062706286102459e-28,3.1881188583073775e-28,****
CD226,Second,log2rfu,Control,sPTD,306,62,-11.104508108618635,1.1927224646091494e-28,3.5781673938274483e-28,****
CD48,Second,log2rfu,Control,sPTD,306,62,-11.09595565862667,1.312496574439275e-28,3.937489723317825e-28,****
LY9,Third,log2rfu,Control,sPTD,260,62,-11.093039339276247,1.3560078217224284e-28,4.068023465167285e-28,****
CD226,Third,log2rfu,Control,sPTD,260,62,-11.086836340193974,1.453372068567002e-28,4.3601162057010065e-28,****
PRKACA,Second,log2rfu,Control,sPTD,306,62,11.084362337526454,1.4941117804176926e-28,4.482335341253078e-28,****
LGMN,Second,log2rfu,Control,sPTD,306,62,11.077245854446721,1.6177243420400724e-28,4.853173026120217e-28,****
FGF23,Second,log2rfu,Control,sPTD,306,62,-11.071318971407022,1.7283776822015866e-28,5.18513304660476e-28,****
CAMK2B,Third,log2rfu,Control,sPTD,260,62,11.0708631518665,1.737192246292866e-28,5.211576738878598e-28,****
LSAMP,Third,log2rfu,Control,sPTD,260,62,-11.063486612417313,1.8861989574323721e-28,5.658596872297116e-28,****
FGR,Second,log2rfu,Control,sPTD,306,62,-11.055706350763257,2.057111163729954e-28,6.171333491189861e-28,****
SSRP1,Third,log2rfu,Control,sPTD,260,62,11.043992802989091,2.343812701362083e-28,7.031438104086249e-28,****
EPHA3,Third,log2rfu,Control,sPTD,260,62,-11.018500898352183,3.111985137153633e-28,9.3359554114609e-28,****
GOT1,Third,log2rfu,Control,sPTD,260,62,11.011599363337222,3.359856326390843e-28,1.007956897917253e-27,****
CSK,Third,log2rfu,Control,sPTD,260,62,11.003505660330475,3.675590117326429e-28,1.1026770351979287e-27,****
PRKACA,Third,log2rfu,Control,sPTD,260,62,10.994508517517447,4.061199338635183e-28,1.2183598015905548e-27,****
GREM1,Third,log2rfu,Control,sPTD,260,62,-10.9644062757248,5.667128751032191e-28,1.7001386253096572e-27,****
BCAR3,Second,log2rfu,Control,sPTD,306,62,10.942321277124947,7.232404875931828e-28,2.1697214627795485e-27,****
RAD51,Third,log2rfu,Control,sPTD,260,62,-10.921441658958248,9.103913607176592e-28,2.731174082152978e-27,****
FETUB,Third,log2rfu,Control,sPTD,260,62,-10.90534739106911,1.0867736273192322e-27,3.260320881957697e-27,****
AIF1,Second,log2rfu,Control,sPTD,306,62,10.888627377093101,1.305936836961798e-27,3.917810510885394e-27,****
BMX,Second,log2rfu,Control,sPTD,306,62,10.883010212407022,1.3889884490401989e-27,4.1669653471205966e-27,****
FETUB,Second,log2rfu,Control,sPTD,306,62,-10.84070550092414,2.207619798808668e-27,6.622859396426004e-27,****
MBD4,Second,log2rfu,Control,sPTD,306,62,10.80395460264592,3.296909312399424e-27,9.890727937198271e-27,****
GFAP,Second,log2rfu,Control,sPTD,306,62,-10.761304977541963,5.2422494692571084e-27,1.5726748407771327e-26,****
DKK1,Third,log2rfu,Control,sPTD,260,62,10.75129693338024,5.8434141156608475e-27,1.7530242346982542e-26,****
BMX,Third,log2rfu,Control,sPTD,260,62,10.715941701373776,8.568081718973348e-27,2.5704245156920045e-26,****
JAG2,Second,log2rfu,Control,sPTD,306,62,-10.700825429944475,1.0087557380453182e-26,3.0262672141359547e-26,****
MAPK14,Third,log2rfu,Control,sPTD,260,62,10.69460375708326,1.0787976694424132e-26,3.2363930083272394e-26,****
CHL1,Third,log2rfu,Control,sPTD,260,62,-10.660114709633325,1.5640441717484433e-26,4.69213251524533e-26,****
JAG2,Third,log2rfu,Control,sPTD,260,62,-10.646618995413787,1.8081334724930868e-26,5.424400417479261e-26,****
STK16,Second,log2rfu,Control,sPTD,306,62,10.626725313841265,2.2383438835270726e-26,6.715031650581218e-26,****
DHH,Third,log2rfu,Control,sPTD,260,62,10.615324585629352,2.5291387917197892e-26,7.587416375159368e-26,****
SPINT2,Third,log2rfu,Control,sPTD,260,62,10.60174504709789,2.924712287596443e-26,8.774136862789328e-26,****
NMT1,Third,log2rfu,Control,sPTD,260,62,10.576541870646494,3.8282798839055604e-26,1.148483965171668e-25,****
FER,Third,log2rfu,Control,sPTD,260,62,10.573943316976893,3.9358915754551553e-26,1.1807674726365466e-25,****
FLRT1,Second,log2rfu,Control,sPTD,306,62,10.55596170909295,4.767323598277632e-26,1.4301970794832896e-25,****
UFC1,Second,log2rfu,Control,sPTD,306,62,-10.555504170616011,4.7906078859531565e-26,1.437182365785947e-25,****
AIP,Second,log2rfu,Control,sPTD,306,62,-10.543206944166663,5.460447492445069e-26,1.6381342477335208e-25,****
MICB,Second,log2rfu,Control,sPTD,306,62,-10.536956264666363,5.835711706895205e-26,1.7507135120685615e-25,****
KLRF1,Third,log2rfu,Control,sPTD,260,62,-10.532366458263283,6.127436376080069e-26,1.8382309128240208e-25,****
MATN3,Third,log2rfu,Control,sPTD,260,62,-10.529954180842399,6.286507299821595e-26,1.8859521899464784e-25,****
RPS6KA3,Second,log2rfu,Control,sPTD,306,62,-10.520794597850273,6.928676900594805e-26,2.0786030701784417e-25,****
CSK,Second,log2rfu,Control,sPTD,306,62,-10.484529394262953,1.0175094911463527e-25,3.052528473439058e-25,****
CD27,Second,log2rfu,Control,sPTD,306,62,10.479792111263292,1.0697863873532e-25,3.2093591620595997e-25,****
CAPG,Third,log2rfu,Control,sPTD,260,62,-10.477889969326027,1.0915182213074832e-25,3.2745546639224497e-25,****
SSRP1,Second,log2rfu,Control,sPTD,306,62,10.472872721681316,1.1509616067812765e-25,3.4528848203438294e-25,****
COLEC12,Third,log2rfu,Control,sPTD,260,62,10.45350640836899,1.4120601188830863e-25,4.236180356649259e-25,****
TBP,Second,log2rfu,Control,sPTD,306,62,10.431905430361788,1.7729673176141358e-25,5.3189019528424075e-25,****
AREG,Third,log2rfu,Control,sPTD,260,62,10.428228721418108,1.8429162278911929e-25,5.528748683673578e-25,****
ERP29,Third,log2rfu,Control,sPTD,260,62,-10.414537417137414,2.128297088684109e-25,6.384891266052327e-25,****
ARSB,Third,log2rfu,Control,sPTD,260,62,10.396533817698929,2.5711644376333757e-25,7.713493312900127e-25,****
TLR2,Second,log2rfu,Control,sPTD,306,62,10.372854810623037,3.2953021674097356e-25,9.885906502229206e-25,****
ROBO3,Third,log2rfu,Control,sPTD,260,62,-10.37070661581433,3.3702330968401127e-25,1.0110699290520338e-24,****
FSTL3,Third,log2rfu,Control,sPTD,260,62,-10.323355193390498,5.525772887609163e-25,1.657731866282749e-24,****
CFC1,Third,log2rfu,Control,sPTD,260,62,10.250530493954631,1.176957868953633e-24,3.530873606860899e-24,****
GFAP,Third,log2rfu,Control,sPTD,260,62,-10.204259473773355,1.8976316781545605e-24,5.692895034463681e-24,****
CNTN2,Second,log2rfu,Control,sPTD,306,62,-10.198976111280258,2.0037368401657167e-24,6.01121052049715e-24,****
SPARCL1,Third,log2rfu,Control,sPTD,260,62,10.179223945945806,2.4551148451036438e-24,7.365344535310932e-24,****
C9,Third,log2rfu,Control,sPTD,260,62,-10.171409657312132,2.6603034698268594e-24,7.980910409480579e-24,****
SPINT2,Second,log2rfu,Control,sPTD,306,62,10.153151873051712,3.2083100538201794e-24,9.624930161460539e-24,****
MIF,Third,log2rfu,Control,sPTD,260,62,10.11185714059734,4.894749471685544e-24,1.4684248415056632e-23,****
HDAC8,Third,log2rfu,Control,sPTD,260,62,10.106790426632243,5.154530198547105e-24,1.5463590595641314e-23,****
SKP1,Second,log2rfu,Control,sPTD,306,62,10.040196181676377,1.0147214319093273e-23,3.044164295727982e-23,****
CAMK1D,Third,log2rfu,Control,sPTD,260,62,-10.026989681681929,1.1599931034971173e-23,3.479979310491352e-23,****
EDA,Third,log2rfu,Control,sPTD,260,62,-10.02234208927644,1.2158694748039616e-23,3.647608424411885e-23,****
BDNF,Second,log2rfu,Control,sPTD,306,62,9.994167810896585,1.6163916876787518e-23,4.8491750630362555e-23,****
PAK6,Third,log2rfu,Control,sPTD,260,62,-9.985915768839853,1.7567136217241756e-23,5.2701408651725267e-23,****
NAGK,Second,log2rfu,Control,sPTD,306,62,-9.959035894921367,2.3028498882584643e-23,6.908549664775393e-23,****
FCN1,Second,log2rfu,Control,sPTD,306,62,9.880895362114135,5.03807191540538e-23,1.511421574621614e-22,****
RAC1,Second,log2rfu,Control,sPTD,306,62,9.873018661257342,5.449932379819132e-23,1.6349797139457397e-22,****
RPS6KA3,Third,log2rfu,Control,sPTD,260,62,9.86386757068055,5.970432632658035e-23,1.7911297897974103e-22,****
DLL1,Third,log2rfu,Control,sPTD,260,62,-9.845454163494884,7.171459115073858e-23,2.1514377345221576e-22,****
TBP,Third,log2rfu,Control,sPTD,260,62,9.832377570834957,8.166754311735495e-23,2.4500262935206484e-22,****
CNTF,Second,log2rfu,Control,sPTD,306,62,-9.796060689436652,1.170622444492251e-22,3.511867333476753e-22,****
NCK1,Second,log2rfu,Control,sPTD,306,62,-9.774767552625386,1.4448861617904224e-22,4.334658485371267e-22,****
NCK1,Third,log2rfu,Control,sPTD,260,62,-9.74372870407059,1.9621941110448129e-22,5.886582333134439e-22,****
EDAR,Third,log2rfu,Control,sPTD,260,62,9.726935900248762,2.3146005755890853e-22,6.943801726767256e-22,****
FSTL3,Second,log2rfu,Control,sPTD,306,62,-9.720939910577204,2.455047196955363e-22,7.365141590866088e-22,****
NID2,Second,log2rfu,Control,sPTD,306,62,9.70432774433767,2.889749338104361e-22,8.669248014313082e-22,****
ERBB2,Third,log2rfu,Control,sPTD,260,62,-9.704163628843123,2.8944032296491826e-22,8.683209688947548e-22,****
CHST2,Second,log2rfu,Control,sPTD,306,62,9.678325480740703,3.727713077275229e-22,1.1183139231825686e-21,****
HTRA2,Third,log2rfu,Control,sPTD,260,62,9.668929476398324,4.0863001301830617e-22,1.2258900390549185e-21,****
CFC1,Second,log2rfu,Control,sPTD,306,62,-9.649423127105312,4.943302056244301e-22,1.4829906168732905e-21,****
MATK,Second,log2rfu,Control,sPTD,306,62,-9.617296886970893,6.758383909976279e-22,2.027515172992884e-21,****
EPHB2,Third,log2rfu,Control,sPTD,260,62,-9.586315960092383,9.128640305305987e-22,2.738592091591796e-21,****
ADAM12,Second,log2rfu,Control,sPTD,306,62,9.576554845363088,1.0033604676646785e-21,3.0100814029940355e-21,****
FCN2,Second,log2rfu,Control,sPTD,306,62,-9.552657258760028,1.2641153162387355e-21,3.792345948716206e-21,****
CHST6,Second,log2rfu,Control,sPTD,306,62,-9.474770131878486,2.673486874172043e-21,8.02046062251613e-21,****
ERBB3,Third,log2rfu,Control,sPTD,260,62,-9.448499477479192,3.437225569406348e-21,1.0311676708219044e-20,****
LRP8,Second,log2rfu,Control,sPTD,306,62,-9.423941126617608,4.344669871370642e-21,1.3034009614111926e-20,****
GCKR,Second,log2rfu,Control,sPTD,306,62,9.412115516752177,4.862499005251792e-21,1.4587497015755376e-20,****
RAN,Second,log2rfu,Control,sPTD,306,62,-9.378919340487077,6.665234218669722e-21,1.9995702656009167e-20,****
TF,Second,log2rfu,Control,sPTD,306,62,9.361040144619105,7.895553507614223e-21,2.368666052284267e-20,****
GP1BA,Third,log2rfu,Control,sPTD,260,62,-9.357028525546765,8.201064799202337e-21,2.4603194397607013e-20,****
ACE2,Second,log2rfu,Control,sPTD,306,62,-9.337797189990741,9.835910496416847e-21,2.950773148925054e-20,****
RGMB,Third,log2rfu,Control,sPTD,260,62,-9.335653326006502,1.0037030674934654e-20,3.011109202480396e-20,****
LYN,Third,log2rfu,Control,sPTD,260,62,9.333036144712027,1.0288073177897217e-20,3.0864219533691654e-20,****
RET,Third,log2rfu,Control,sPTD,260,62,-9.271555668823021,1.83450437519333e-20,5.503513125579989e-20,****
C3,Third,log2rfu,Control,sPTD,260,62,-9.251018712401985,2.223631299493507e-20,6.670893898480522e-20,****
SGTA,Second,log2rfu,Control,sPTD,306,62,-9.240235908600935,2.459543614116164e-20,7.378630842348492e-20,****
