protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
Artemin,Third,log2rfu,326,15.179176117767156,2,5.06e-4,6.130941237649507e-4,0.005107720122429194,Kruskal-Wallis
CHK1,Third,log2rfu,326,15.15320553439119,2,5.12e-4,6.2004158004158e-4,0.005165599754362252,Kruskal-Wallis
LIF sR,Third,log2rfu,326,15.146848473226783,2,5.14e-4,6.221402597402598e-4,0.005183083967816547,Kruskal-Wallis
TMA,Third,log2rfu,326,15.103706833185697,2,5.25e-4,6.351246105919003e-4,0.00529125729316884,Kruskal-Wallis
Mn SOD,Third,log2rfu,326,15.035514736454047,2,5.43e-4,6.565594187856773e-4,0.005469831833174932,Kruskal-Wallis
IF4A3,Third,log2rfu,326,15.032906602853586,2,5.44e-4,6.574273858921161e-4,0.005477062913825225,Kruskal-Wallis
CS084,Third,log2rfu,326,14.941373033704508,2,5.7e-4,6.884914463452566e-4,0.005735859272346013,Kruskal-Wallis
NACA,Second,log2rfu,372,14.907764340951871,2,5.79e-4,6.99e-4,0.005823406598081821,Kruskal-Wallis
Activin RIB,Third,log2rfu,326,14.88793748859132,2,5.85e-4,7.058777835318488e-4,0.005880705782630528,Kruskal-Wallis
FGF-5,Second,log2rfu,372,14.855396945505163,2,5.95e-4,7.17572463768116e-4,0.005978134792716846,Kruskal-Wallis
TFF3,Second,log2rfu,372,14.802927030715637,2,6.1e-4,7.352819451629591e-4,0.006125673434781705,Kruskal-Wallis
DKK3,Third,log2rfu,326,14.776602592617223,2,6.18e-4,7.445398138572906e-4,0.006202801236839995,Kruskal-Wallis
UB2L3,Second,log2rfu,372,14.682183167503581,2,6.48e-4,7.802790697674419e-4,0.006500546900184359,Kruskal-Wallis
C1-Esterase Inhibitor,Second,log2rfu,372,14.63939435164275,2,6.62e-4,7.967252066115704e-4,0.00663756055084395,Kruskal-Wallis
FGF-12,Third,log2rfu,326,14.60928685223837,2,6.72e-4,8.083427981414558e-4,0.006734347330770923,Kruskal-Wallis
p60-Src,Second,log2rfu,372,14.584701298749223,2,6.81e-4,8.187461300309597e-4,0.006821018048320811,Kruskal-Wallis
GNT2C,Third,log2rfu,326,14.57093788202144,2,6.85e-4,8.231304796286745e-4,0.006857544300646462,Kruskal-Wallis
I-TAC,Second,log2rfu,372,14.54826257839386,2,6.93e-4,8.323144329896908e-4,0.0069340563100871175,Kruskal-Wallis
LEAP-1,Second,log2rfu,372,14.523529716268513,2,7.02e-4,8.426893353941268e-4,0.007020490180067729,Kruskal-Wallis
IGF-II receptor,Third,log2rfu,326,14.519430466134509,2,7.03e-4,8.434552008238928e-4,0.007026870646157775,Kruskal-Wallis
MP2K4,Second,log2rfu,372,14.517812555767023,2,7.04e-4,8.44220277920741e-4,0.00703324454460388,Kruskal-Wallis
HB-EGF,Second,log2rfu,372,14.477268740294221,2,7.18e-4,8.605658436213992e-4,0.007169420331657661,Kruskal-Wallis
ADAMTS-4,Third,log2rfu,326,14.463588502452694,2,7.23e-4,8.661131105398458e-4,0.0072156349107337725,Kruskal-Wallis
b2-Microglobulin,Third,log2rfu,326,14.428989772630189,2,7.36e-4,8.812332990750257e-4,0.007341602014710895,Kruskal-Wallis
Kallikrein 6,Second,log2rfu,372,14.422772598385563,2,7.38e-4,8.831741140215716e-4,0.007357771048423873,Kruskal-Wallis
LD78-beta,Third,log2rfu,326,14.414646511271258,2,7.41e-4,8.863090349075975e-4,0.007383888242947689,Kruskal-Wallis
COMMD7,Second,log2rfu,372,14.360561650282534,2,7.61e-4,9.097639815289891e-4,0.007579292664854225,Kruskal-Wallis
annexin I,Second,log2rfu,372,14.35235229880118,2,7.65e-4,9.140769230769229e-4,0.007615224012876227,Kruskal-Wallis
RGM-C,Second,log2rfu,372,14.258905425454714,2,8.01e-4,9.566017426960533e-4,0.007969500572464615,Kruskal-Wallis
Oxidized PARK7,Third,log2rfu,326,14.22642669426034,2,8.14e-4,9.716290983606558e-4,0.008094694280803625,Kruskal-Wallis
annexin II,Second,log2rfu,372,14.108586427561931,2,8.64e-4,0.0010307834101382488,0.008587512034037709,Kruskal-Wallis
Proteinase-3,Second,log2rfu,372,14.100503987642469,2,8.67e-4,0.0010338331627430912,0.00861291968702992,Kruskal-Wallis
"Alkaline phosphatase, bone",Second,log2rfu,372,14.089570616535866,2,8.72e-4,0.0010392634271099745,0.008658159511555581,Kruskal-Wallis
IGFBP-2,Third,log2rfu,326,13.99335429765597,2,9.15e-4,0.0010899539877300612,0.009080465298644966,Kruskal-Wallis
Granulysin,Third,log2rfu,326,13.97163700623787,2,9.25e-4,0.0011013030148186,0.009175014653765431,Kruskal-Wallis
MK13,Second,log2rfu,372,13.961611748298992,2,0.00093000000000000005,0.0011066905005107253,0.009219898086850687,Kruskal-Wallis
OX2G,Second,log2rfu,372,13.949348064501464,2,9.35e-4,0.0011120724859622257,0.009264735697135448,Kruskal-Wallis
CHL1,Second,log2rfu,372,13.93701093509867,2,9.41e-4,0.0011186377551020408,0.009319431307474478,Kruskal-Wallis
Cytochrome P450 3A4,Third,log2rfu,326,13.896240974813054,2,9.6e-4,0.0011406425293217747,0.009502754265100373,Kruskal-Wallis
PKC-D,Third,log2rfu,326,13.890782909347195,2,9.63e-4,0.001143623853211009,0.009527591834782185,Kruskal-Wallis
IgE,Second,log2rfu,372,13.87261698596626,2,9.72e-4,0.0011537238920020377,0.009611735801215028,Kruskal-Wallis
FGFR-2,Third,log2rfu,326,13.828796493233881,2,9.93e-4,0.001178049898167006,0.009814397067031988,Kruskal-Wallis
IL-34,Second,log2rfu,372,13.82552357024997,2,9.95e-4,0.001179821882951654,0.009829159567585094,Kruskal-Wallis
17-beta-HSD 1,Third,log2rfu,326,13.823466749980184,2,9.96e-4,0.001180406917599186,0.00983403352270175,Kruskal-Wallis
CLC4K,Second,log2rfu,372,13.77681707717511,2,0.00102,0.0012082358922216572,0.01006587820715719,Kruskal-Wallis
VWC2L,Third,log2rfu,326,13.734835039338009,2,0.00104,0.0012313008130081298,0.010258033302854156,Kruskal-Wallis
IL-17F,Second,log2rfu,372,13.683517368545381,2,0.00107,0.0012661757237176232,0.010548578059840101,Kruskal-Wallis
CD109,Third,log2rfu,326,13.657454915789685,2,0.00108,0.0012773604060913708,0.010641758250301806,Kruskal-Wallis
CK094,Second,log2rfu,372,13.597793032510026,2,0.00112,0.001323997970573313,0.011030298308560189,Kruskal-Wallis
Cystatin C,Second,log2rfu,372,13.533106053101164,2,0.00115,0.0013587728194726166,0.011320009445223283,Kruskal-Wallis
Integrin aVb5,Second,log2rfu,372,13.470648826094703,2,0.00119,0.0014046099290780142,0.011701880870849996,Kruskal-Wallis
Lymphotactin,Third,log2rfu,326,13.47394637310299,2,0.00119,0.0014046099290780142,0.011701880870849996,Kruskal-Wallis
GDF-9,Third,log2rfu,326,13.451988093464024,2,0.0012,0.0014156962025316455,0.011794241211304953,Kruskal-Wallis
WFKN2,Second,log2rfu,372,13.44186899809415,2,0.00121,0.0014260495700556398,0.01188049567303828,Kruskal-Wallis
b-ECGF,Third,log2rfu,326,13.429659288325638,2,0.00121,0.0014260495700556398,0.01188049567303828,Kruskal-Wallis
Carbonic Anhydrase X,Second,log2rfu,372,13.411005816589295,2,0.00122,0.001437108190091001,0.011972625631378197,Kruskal-Wallis
MAPK2,Third,log2rfu,326,13.306834275103029,2,0.00129,0.001518797372410308,0.012653182603209615,Kruskal-Wallis
NovH,Third,log2rfu,326,13.295656248424507,2,0.0013,0.0015297979797979796,0.012744829255061223,Kruskal-Wallis
TrATPase,Second,log2rfu,372,13.244061007515029,2,0.00133,0.0015643109540636043,0.013032358700065324,Kruskal-Wallis
KI3L2,Second,log2rfu,372,13.206995879843817,2,0.00136,0.0015979828542612203,0.01331288111176883,Kruskal-Wallis
Cathepsin B,Third,log2rfu,326,13.19629896282197,2,0.00136,0.0015979828542612203,0.01331288111176883,Kruskal-Wallis
Ephrin-A4,Second,log2rfu,372,13.187569189160286,2,0.00137,0.0016089213709677417,0.013404010482816019,Kruskal-Wallis
Activin AB,Second,log2rfu,372,13.16445986145709,2,0.00138,0.0016198488664987403,0.013495048035857117,Kruskal-Wallis
CDK1/cyclin B,Third,log2rfu,326,13.15770323630909,2,0.00139,0.0016299446401610467,0.01357915646927316,Kruskal-Wallis
CDK5/p35,Third,log2rfu,326,13.160110506820956,2,0.00139,0.0016299446401610467,0.01357915646927316,Kruskal-Wallis
Endostatin,Second,log2rfu,372,13.13801333541005,2,0.0014,0.001640020110608346,0.013663095755512902,Kruskal-Wallis
Sialoadhesin,Third,log2rfu,326,13.149691882837942,2,0.0014,0.001640020110608346,0.013663095755512902,Kruskal-Wallis
FGF9,Third,log2rfu,326,13.112356459776379,2,0.00142,0.0016626130653266333,0.013851318876509524,Kruskal-Wallis
Carbonic anhydrase III,Second,log2rfu,372,13.100105174178907,2,0.00143,0.0016726405622489958,0.013934858492732606,Kruskal-Wallis
SCGF-alpha,Third,log2rfu,326,13.106332173247324,2,0.00143,0.0016726405622489958,0.013934858492732606,Kruskal-Wallis
HPV E7 Type 16,Second,log2rfu,372,13.02074490527184,2,0.00149,0.0017419468138484696,0.014512252602679233,Kruskal-Wallis
MCP-3,Third,log2rfu,326,12.998419226209307,2,0.0015,0.0017527582748244734,0.014602323465601356,Kruskal-Wallis
TPSB2,Third,log2rfu,326,12.988098924861674,2,0.00151,0.0017635588972431079,0.014692304031919047,Kruskal-Wallis
Coagulation Factor X,Third,log2rfu,326,12.966984069079558,2,0.00153,0.001786022044088176,0.014879445716541727,Kruskal-Wallis
PD-L2,Second,log2rfu,372,12.932109316197284,2,0.00156,0.0018201301952929393,0.015163602558851009,Kruskal-Wallis
MMP-13,Second,log2rfu,372,12.854509854611479,2,0.00162,0.0018891891891891892,0.015738936751572487,Kruskal-Wallis
MMP-10,Third,log2rfu,326,12.813881200837955,2,0.00165,0.0019232116058029013,0.016022379334392205,Kruskal-Wallis
DC-SIGNR,Second,log2rfu,372,12.790003972955219,2,0.00167,0.00194555,0.016208481697994402,Kruskal-Wallis
GSK-3 alpha/beta,Second,log2rfu,372,12.780099505848511,2,0.00168,0.0019552447552447553,0.016289249225403694,Kruskal-Wallis
SARP-2,Second,log2rfu,372,12.778175365020616,2,0.00168,0.0019552447552447553,0.016289249225403694,Kruskal-Wallis
NKp30,Third,log2rfu,326,12.760697984567514,2,0.00169,0.0019659011482775837,0.01637802820895037,Kruskal-Wallis
CD5L,Third,log2rfu,326,12.742015007888995,2,0.00171,0.001988173652694611,0.01656358164125069,Kruskal-Wallis
GNS,Second,log2rfu,372,12.693471527219572,2,0.00175,0.0020336658354114714,0.016942579462415938,Kruskal-Wallis
TSLP,Third,log2rfu,326,12.646270785845218,2,0.00179,0.00207807673143996,0.017312569026019697,Kruskal-Wallis
DR6,Second,log2rfu,372,12.656468398907009,2,0.00179,0.00207807673143996,0.017312569026019697,Kruskal-Wallis
TECK,Second,log2rfu,372,12.643942021258908,2,0.0018,0.0020886454183266932,0.017400617324945678,Kruskal-Wallis
IGF-I,Second,log2rfu,372,12.60437788773811,2,0.00183,0.0021223992035838725,0.017681821925484873,Kruskal-Wallis
Semaphorin 3E,Second,log2rfu,372,12.60119297323945,2,0.00184,0.0021329353233830845,0.017769598906252987,Kruskal-Wallis
HCC-4,Third,log2rfu,326,12.549614788953363,2,0.00188,0.0021782197911486825,0.018146866242986615,Kruskal-Wallis
Midkine,Second,log2rfu,372,12.51014402230885,2,0.00192,0.0022234592445328034,0.018523758562486906,Kruskal-Wallis
Plasminogen,Third,log2rfu,326,12.49566110869091,2,0.00193,0.0022339294585196224,0.01861098647838701,Kruskal-Wallis
COX-2,Third,log2rfu,326,12.489243992507909,2,0.00194,0.0022443892750744787,0.018698127772722166,Kruskal-Wallis
Siglec-9,Second,log2rfu,372,12.48234057594891,2,0.00195,0.002253720238095238,0.018775864527545552,Kruskal-Wallis
Carbonic anhydrase 6,Third,log2rfu,326,12.478954430950012,2,0.00195,0.002253720238095238,0.018775864527545552,Kruskal-Wallis
IL24,Third,log2rfu,326,12.474627955667188,2,0.00196,0.002264154685176004,0.01886279446742748,Kruskal-Wallis
PKC-D,Second,log2rfu,372,12.357580416053906,2,0.00207,0.0023900396432111,0.01991154882396658,Kruskal-Wallis
CD5L,Second,log2rfu,372,12.335968002951859,2,0.0021,0.0024234769687964336,0.020190116981957773,Kruskal-Wallis
DBNL,Third,log2rfu,326,12.311111826495107,2,0.00212,0.002445346534653465,0.020372313511441354,Kruskal-Wallis
ENPP7,Third,log2rfu,326,12.290485902363798,2,0.00214,0.002467194458189015,0.020554329737580566,Kruskal-Wallis
Met,Second,log2rfu,372,12.285428588015975,2,0.00215,0.002477497527200791,0.020640165159703124,Kruskal-Wallis
GHC2,Third,log2rfu,326,12.264714478189603,2,0.00217,0.002499307958477509,0.020821869035817352,Kruskal-Wallis
MMP-1,Third,log2rfu,326,12.235570503823851,2,0.0022,0.002532608695652174,0.021099299268412395,Kruskal-Wallis
CDK8/cyclin C,Second,log2rfu,372,12.230354299008468,2,0.00221,0.002542864197530864,0.02118473840619066,Kruskal-Wallis
GPNMB,Second,log2rfu,372,12.189165031052198,2,0.00226,0.0025991115498519247,0.021653338123831713,Kruskal-Wallis
MIP-5,Second,log2rfu,372,12.154905774376175,2,0.00229,0.0026310157790927022,0.021919133973713624,Kruskal-Wallis
eIF-5A-1,Second,log2rfu,372,12.16260266133827,2,0.00229,0.0026310157790927022,0.021919133973713624,Kruskal-Wallis
PLXC1,Second,log2rfu,372,12.048174481959222,2,0.00242,0.002779004435682602,0.02315203543183507,Kruskal-Wallis
Cathepsin S,Second,log2rfu,372,12.036499037649264,2,0.00243,0.0027891133004926106,0.02323625292830677,Kruskal-Wallis
sCD4,Third,log2rfu,326,12.001726358329279,2,0.00248,0.0028451009354997538,0.023702688927035805,Kruskal-Wallis
KYNU,Second,log2rfu,372,11.985635517543415,2,0.0025,0.0028652238071815053,0.023870333653393267,Kruskal-Wallis
KIAP,Third,log2rfu,326,11.984119078767094,2,0.0025,0.0028652238071815053,0.023870333653393267,Kruskal-Wallis
SLAF7,Second,log2rfu,372,11.975384166735694,2,0.00251,0.0028752704031465093,0.023954032384767895,Kruskal-Wallis
Galectin-3,Third,log2rfu,326,11.970508362940564,2,0.00252,0.0028853071253071255,0.024037648856947074,Kruskal-Wallis
VCAM-1,Second,log2rfu,372,11.953536939209698,2,0.00254,0.002906777996070727,0.024216523836162122,Kruskal-Wallis
FN1.2,Third,log2rfu,326,11.916383302414374,2,0.00258,0.002949656526005888,0.02457374717541887,Kruskal-Wallis
HMG-1,Third,log2rfu,326,11.921291627031678,2,0.00258,0.002949656526005888,0.02457374717541887,Kruskal-Wallis
IGFBP-7,Third,log2rfu,326,11.864874098843075,2,0.00265,0.003028200098087298,0.02522809789916107,Kruskal-Wallis
Apo E2,Second,log2rfu,372,11.835659314429677,2,0.00269,0.003070896619304263,0.025583804913996568,Kruskal-Wallis
Ubiquitin,Second,log2rfu,372,11.835024268867528,2,0.00269,0.003070896619304263,0.025583804913996568,Kruskal-Wallis
CK-MM,Third,log2rfu,326,11.817703255861943,2,0.00272,0.0031036238981390794,0.02585645763431693,Kruskal-Wallis
NXPH1,Second,log2rfu,372,11.80948458088119,2,0.00273,0.003113509544787078,0.025938815488274383,Kruskal-Wallis
Enterokinase,Third,log2rfu,326,11.746677330389502,2,0.00281,0.0032031800391389433,0.026685865199950937,Kruskal-Wallis
KIF23,Second,log2rfu,372,11.741549821510489,2,0.00282,0.0032130073349633252,0.026767736930058246,Kruskal-Wallis
IL-1 R4,Third,log2rfu,326,11.734881169972368,2,0.00283,0.003222825024437928,0.02684952862914883,Kruskal-Wallis
Heparin cofactor II,Third,log2rfu,326,11.730062885984466,2,0.00284,0.0032326331216414265,0.026931240414512902,Kruskal-Wallis
UPK3L,Third,log2rfu,326,11.68045933988924,2,0.00291,0.0033106933593749998,0.0275815644538055,Kruskal-Wallis
PK3CG,Third,log2rfu,326,11.647103930517119,2,0.00296,0.0033659346022449975,0.028041782219492745,Kruskal-Wallis
GCP-2,Second,log2rfu,372,11.591428591589874,2,0.00304,0.0034552195121951216,0.028785619606778435,Kruskal-Wallis
sICAM-5,Second,log2rfu,372,11.58169622843161,2,0.00306,0.003476255485129205,0.02896087142878331,Kruskal-Wallis
B7,Third,log2rfu,326,11.574069332262184,2,0.00307,0.003485916179337232,0.029041355191863533,Kruskal-Wallis
HGF,Third,log2rfu,326,11.561705819512781,2,0.00309,0.003506916707257672,0.029216311719553214,Kruskal-Wallis
WNT7A,Second,log2rfu,372,11.553514271904987,2,0.0031,0.003516553067185978,0.02929659275244019,Kruskal-Wallis
DAPK2,Second,log2rfu,372,11.544690205508914,2,0.00311,0.0035261800486618,0.02937679565293506,Kruskal-Wallis
RSK-like protein kinase,Second,log2rfu,372,11.511035981618079,2,0.00317,0.003588969873663751,0.029899901062389656,Kruskal-Wallis
Cathepsin G,Third,log2rfu,326,11.506038196947202,2,0.00317,0.003588969873663751,0.029899901062389656,Kruskal-Wallis
Ku70,Third,log2rfu,326,11.509043014895951,2,0.00317,0.003588969873663751,0.029899901062389656,Kruskal-Wallis
BCMA,Second,log2rfu,372,11.48761131462743,2,0.0032,0.0036194174757281554,0.03015356167291558,Kruskal-Wallis
EMAP-2,Third,log2rfu,326,11.487585636012682,2,0.0032,0.0036194174757281554,0.03015356167291558,Kruskal-Wallis
Cathepsin H,Second,log2rfu,372,11.471495278485008,2,0.00323,0.003649806013579049,0.030406730216301782,Kruskal-Wallis
kallikrein 12,Second,log2rfu,372,11.472072140103592,2,0.00323,0.003649806013579049,0.030406730216301782,Kruskal-Wallis
AGR2,Second,log2rfu,372,11.433470257055433,2,0.00329,0.0037158022297624814,0.030956548243155906,Kruskal-Wallis
TCCR,Second,log2rfu,372,11.406596564040228,2,0.00333,0.0037573365617433415,0.03130257299695313,Kruskal-Wallis
Factor D,Third,log2rfu,326,11.408407842291581,2,0.00333,0.0037573365617433415,0.03130257299695313,Kruskal-Wallis
B7-H1,Second,log2rfu,372,11.401583176718987,2,0.00334,0.0037667957405614714,0.03138137792448094,Kruskal-Wallis
Catalase,Third,log2rfu,326,11.338589776875892,2,0.00345,0.0038889695210449927,0.03239921426121961,Kruskal-Wallis
ATP synthase beta chain,Third,log2rfu,326,11.247850679760063,2,0.00361,0.004067359767891683,0.033885393003022846,Kruskal-Wallis
STAB2,Second,log2rfu,372,11.190484280406963,2,0.0037200000000000002,0.0041892701788303534,0.03490103519391715,Kruskal-Wallis
IFN-aA,Second,log2rfu,372,11.135086250904351,2,0.00382,0.0042998067632850235,0.035821921424593485,Kruskal-Wallis
Contactin-5,Second,log2rfu,372,11.046716911264184,2,0.00399,0.004488990825688073,0.03739802402437867,Kruskal-Wallis
Proteinase-3,Third,log2rfu,326,10.999235988430996,2,0.00409,0.004599276061776061,0.03831681625829255,Kruskal-Wallis
"Kininogen, HMW, Two Chain",Second,log2rfu,372,10.959483284460475,2,0.00417,0.004686975397973951,0.03904744414536291,Kruskal-Wallis
SCGF-beta,Third,log2rfu,326,10.90962105143501,2,0.00428,0.004808293153326905,0.040058148890694624,Kruskal-Wallis
ASAH2,Second,log2rfu,372,10.904371329052992,2,0.00429,0.004814884393063584,0.04011306086347305,Kruskal-Wallis
Caspase-10,Third,log2rfu,326,10.901587854696572,2,0.00429,0.004814884393063584,0.04011306086347305,Kruskal-Wallis
DLRB1,Second,log2rfu,372,10.781081357618405,2,0.00456,0.005115454983148772,0.042617130616679676,Kruskal-Wallis
MRC2,Second,log2rfu,372,10.770751177686861,2,0.00458,0.005135418671799808,0.04278344918064604,Kruskal-Wallis
KLRF1,Second,log2rfu,372,10.734725930742115,2,0.00467,0.005233814333814334,0.0436031887334329,Kruskal-Wallis
Fibrinogen,Third,log2rfu,326,10.68568062098575,2,0.00478,0.005354519230769231,0.04460878772248574,Kruskal-Wallis
ANGL3,Second,log2rfu,372,10.648701102262066,2,0.00487,0.005452715040845748,0.045426862298027344,Kruskal-Wallis
Coactosin-like protein,Third,log2rfu,326,10.608695268404858,2,0.00497,0.005562007684918348,0.0463373851944711,Kruskal-Wallis
IL-1F7,Second,log2rfu,372,10.593258058152514,2,0.00501,0.005604080652904464,0.04668789735380048,Kruskal-Wallis
RAD51,Second,log2rfu,372,10.539253042700238,2,0.00515,0.00575515587529976,0.047946513157668076,Kruskal-Wallis
MK08,Third,log2rfu,326,10.53599535816602,2,0.00515,0.00575515587529976,0.047946513157668076,Kruskal-Wallis
LDH-H 1,Second,log2rfu,372,10.50504139438408,2,0.00523,0.005841754554170662,0.04866797140934472,Kruskal-Wallis
BGH3,Second,log2rfu,372,10.475323147441713,2,0.00531,0.005928270244369909,0.04938873827793398,Kruskal-Wallis
GSTA3,Second,log2rfu,372,10.410455362020457,2,0.00549,0.006126293103448276,0.05103847736824585,Kruskal-Wallis
Peroxiredoxin-1,Second,log2rfu,372,10.335654673936688,2,0.0057,0.006354545454545455,0.05294005998256201,Kruskal-Wallis
Eotaxin,Third,log2rfu,326,10.33555628614738,2,0.0057,0.006354545454545455,0.05294005998256201,Kruskal-Wallis
ANGL3,Third,log2rfu,326,10.284313154241886,2,0.00585,0.006518651362984218,0.0543072351327573,Kruskal-Wallis
CS084,Second,log2rfu,372,10.252367362625819,2,0.00594,0.0066157743785850865,0.05511637219981839,Kruskal-Wallis
Collectin Kidney 1,Third,log2rfu,326,10.228648185270004,2,0.00601,0.006690539894887721,0.05573924773765208,Kruskal-Wallis
LIF sR,Second,log2rfu,372,10.226610433006499,2,0.00602,0.00669847182425979,0.055805329067896474,Kruskal-Wallis
ICOS,Second,log2rfu,372,10.218329039920036,2,0.00604,0.006717517899761337,0.05596400294735752,Kruskal-Wallis
MK01,Second,log2rfu,372,10.142123189540143,2,0.00628,0.006981106870229008,0.058159976838348976,Kruskal-Wallis
"Alkaline phosphatase, bone",Third,log2rfu,326,10.111285804488034,2,0.00637,0.0070777777777777775,0.05896534736890987,Kruskal-Wallis
TSG-6,Second,log2rfu,372,10.08419276816403,2,0.00646,0.007174356530028598,0.059769950148726665,Kruskal-Wallis
CBPE,Second,log2rfu,372,10.0588884416145,2,0.00654,0.007259742734635541,0.06048130721209323,Kruskal-Wallis
ESPN,Third,log2rfu,326,10.032349487807664,2,0.00663,0.007356142857142857,0.061284421817908684,Kruskal-Wallis
UPK3L,Second,log2rfu,372,9.968815266051934,2,0.00684,0.007585530699666825,0.06319546427237768,Kruskal-Wallis
VWC2L,Second,log2rfu,372,9.84402547628929,2,0.00728,0.00806964795432921,0.06722867116085578,Kruskal-Wallis
AIP,Third,log2rfu,326,9.796107708536624,2,0.00746,0.008265240133143129,0.06885816012314215,Kruskal-Wallis
PKB a/b/g,Second,log2rfu,372,9.791854736554797,2,0.00748,0.008283460076045626,0.06900995144748419,Kruskal-Wallis
ZAP70,Second,log2rfu,372,9.746120224073366,2,0.00765,0.008467695961995248,0.07054483052308144,Kruskal-Wallis
CYTN,Second,log2rfu,372,9.728045330014766,2,0.00772,0.008541120607787275,0.07115653519656799,Kruskal-Wallis
IL-17 RC,Third,log2rfu,326,9.705240484736123,2,0.00781,0.00863659231134314,0.07195191509416078,Kruskal-Wallis
prostatic binding protein,Second,log2rfu,372,9.692691322655264,2,0.00786,0.00868776091081594,0.07237820344864503,Kruskal-Wallis
GSTA3,Third,log2rfu,326,9.582981217722931,2,0.0083,0.009169748696064484,0.0763936696128957,Kruskal-Wallis
Glutathione S-transferase Pi,Second,log2rfu,372,9.566094981613787,2,0.00837,0.009242701421800949,0.07700144269501555,Kruskal-Wallis
DLL1,Second,log2rfu,372,9.543429172006881,2,0.00847,0.009348697299857888,0.07788450005645511,Kruskal-Wallis
tau,Third,log2rfu,326,9.537235312742155,2,0.00849,0.009366335227272727,0.07803144257846378,Kruskal-Wallis
NKp44,Second,log2rfu,372,9.481841367376319,2,0.00873,0.009626549929010884,0.08019930525517321,Kruskal-Wallis
