protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
IL-7,Second,log2rfu,372,153.1142476468733,2,5.64e-34,6.441764705882354e-33,5.366668825683247e-32,Kruskal-Wallis
CD30 Ligand,Third,log2rfu,326,153.0199194257175,2,5.92e-34,6.728585365853658e-33,5.605620660267379e-32,Kruskal-Wallis
AIF1,Third,log2rfu,326,153.00382293489997,2,5.97e-34,6.75247572815534e-33,5.625523849603312e-32,Kruskal-Wallis
YES,Third,log2rfu,326,152.96029279475238,2,6.1e-34,6.866183574879227e-33,5.720254468325138e-32,Kruskal-Wallis
Galectin-8,Second,log2rfu,372,152.86420987107113,2,6.4e-34,7.157224880382775e-33,5.962722545404353e-32,Kruskal-Wallis
LIGHT,Third,log2rfu,326,152.85801479615998,2,6.42e-34,7.157224880382775e-33,5.962722545404353e-32,Kruskal-Wallis
MAPKAPK3,Second,log2rfu,372,152.77577215481278,2,6.69e-34,7.422714285714286e-33,6.183903197010695e-32,Kruskal-Wallis
MDM2,Third,log2rfu,326,152.64769415962132,2,7.13e-34,7.873412322274882e-33,6.559382155501323e-32,Kruskal-Wallis
RAN,Third,log2rfu,326,152.61827415562993,2,7.23e-34,7.946179245283019e-33,6.620004670460938e-32,Kruskal-Wallis
CAMK1,Second,log2rfu,372,152.59708410373287,2,7.31e-34,7.99638497652582e-33,6.661831335207842e-32,Kruskal-Wallis
Galectin-2,Second,log2rfu,372,152.52862448544101,2,7.57e-34,8.242102803738318e-33,6.866540178735108e-32,Kruskal-Wallis
DSC3,Third,log2rfu,326,152.50536856952135,2,7.649999999999999e-34,8.24626728110599e-33,6.870009627230166e-32,Kruskal-Wallis
Protease nexin I,Second,log2rfu,372,152.4986696189319,2,7.6799999999999995e-34,8.24626728110599e-33,6.870009627230166e-32,Kruskal-Wallis
FABPE,Third,log2rfu,326,152.5089351253564,2,7.6399999999999995e-34,8.24626728110599e-33,6.870009627230166e-32,Kruskal-Wallis
Notch-3,Second,log2rfu,372,152.45513307740066,2,7.85e-34,8.3901376146789e-33,6.989868775985059e-32,Kruskal-Wallis
YES,Second,log2rfu,372,152.43589339220944,2,7.92e-34,8.426301369863013e-33,7.019996994947947e-32,Kruskal-Wallis
MFGM,Third,log2rfu,326,152.421277367456,2,7.98e-34,8.451545454545455e-33,7.041027977680747e-32,Kruskal-Wallis
annexin VI,Third,log2rfu,326,152.35515617726628,2,8.249999999999999e-34,8.697963800904976e-33,7.246320427477377e-32,Kruskal-Wallis
Apo B,Third,log2rfu,326,152.2858921124157,2,8.54e-34,8.963153153153153e-33,7.467251103246057e-32,Kruskal-Wallis
ECM1,Third,log2rfu,326,152.2750739689286,2,8.59e-34,8.975201793721973e-33,7.477288890511635e-32,Kruskal-Wallis
FYN,Second,log2rfu,372,152.16140222319564,2,9.09e-34,9.455223214285714e-33,7.877197317941035e-32,Kruskal-Wallis
UNC5H3,Third,log2rfu,326,152.1079455303775,2,9.34e-34,9.672088888888888e-33,8.057869277938401e-32,Kruskal-Wallis
CNTN2,Third,log2rfu,326,152.066462763584,2,9.53e-34,9.825176991150443e-33,8.185407799368695e-32,Kruskal-Wallis
IMB1,Third,log2rfu,326,152.04330733602774,2,9.639999999999999e-34,9.894801762114536e-33,8.243412570559288e-32,Kruskal-Wallis
PGRP-S,Third,log2rfu,326,152.00205501291111,2,9.84e-34,1.005578947368421e-32,8.377532298994901e-32,Kruskal-Wallis
sRAGE,Second,log2rfu,372,151.94365890650397,2,1.01e-33,1.0276419213973799e-32,8.56134012236192e-32,Kruskal-Wallis
UBE2N,Second,log2rfu,372,151.9257654566395,2,1.02e-33,1.0333043478260869e-32,8.608514101512258e-32,Kruskal-Wallis
LG3BP,Third,log2rfu,326,151.8657938484389,2,1.05e-33,1.059090909090909e-32,8.823343330427e-32,Kruskal-Wallis
4-1BB,Third,log2rfu,326,151.8303046423507,2,1.0700000000000001e-33,1.0746120689655172e-32,8.952650948200501e-32,Kruskal-Wallis
CD27,Third,log2rfu,326,151.77097507423423,2,1.1e-33,1.0952991452991453e-32,9.124996093860404e-32,Kruskal-Wallis
phosphoglycerate kinase 1,Second,log2rfu,372,151.77204723369277,2,1.1e-33,1.0952991452991453e-32,9.124996093860404e-32,Kruskal-Wallis
GAS1,Third,log2rfu,326,151.76091746471184,2,1.11e-33,1.0958898305084747e-32,9.12991712411133e-32,Kruskal-Wallis
4-1BB,Second,log2rfu,372,151.76278141787543,2,1.11e-33,1.0958898305084747e-32,9.12991712411133e-32,Kruskal-Wallis
Endoglin,Second,log2rfu,372,151.7492772044443,2,1.12e-33,1.1010970464135022e-32,9.173298719903854e-32,Kruskal-Wallis
BTK,Third,log2rfu,326,151.58200611974598,2,1.21e-33,1.1845798319327732e-32,9.868798296469193e-32,Kruskal-Wallis
PDGF-AA,Third,log2rfu,326,151.53670934250795,2,1.2400000000000001e-33,1.2088702928870292e-32,1.0071163433223792e-31,Kruskal-Wallis
AN32B,Third,log2rfu,326,151.51851950133118,2,1.25e-33,1.2135416666666668e-32,1.0110080899447608e-31,Kruskal-Wallis
Apo A-I,Third,log2rfu,326,151.4480181354984,2,1.3e-33,1.2568464730290454e-32,1.0470855570548224e-31,Kruskal-Wallis
IL-6,Third,log2rfu,326,151.40478494646914,2,1.33e-33,1.280537190082645e-32,1.0668224208607193e-31,Kruskal-Wallis
PUR8,Second,log2rfu,372,151.31621066573507,2,1.39e-33,1.332798353909465e-32,1.1103614775492086e-31,Kruskal-Wallis
CPNE1,Second,log2rfu,372,151.28280485865662,2,1.4100000000000001e-33,1.3464344262295083e-32,1.121721762745269e-31,Kruskal-Wallis
MRCKB,Third,log2rfu,326,151.27581587187115,2,1.42e-33,1.3504489795918367e-32,1.1250663087450592e-31,Kruskal-Wallis
Calcineurin B a,Third,log2rfu,326,151.22648338340468,2,1.45e-33,1.3733739837398374e-32,1.1441652530106558e-31,Kruskal-Wallis
SET,Third,log2rfu,326,151.21547006110654,2,1.46e-33,1.377246963562753e-32,1.1473918533332603e-31,Kruskal-Wallis
TRAIL R1,Third,log2rfu,326,151.20212834986546,2,1.47e-33,1.3810887096774193e-32,1.1505924326855211e-31,Kruskal-Wallis
CHST2,Third,log2rfu,326,151.15686418389896,2,1.5e-33,1.4036144578313254e-32,1.169358754634904e-31,Kruskal-Wallis
PARK7,Second,log2rfu,372,151.11698060104277,2,1.53e-33,1.42596e-32,1.1879749460086915e-31,Kruskal-Wallis
GAS1,Second,log2rfu,372,151.10920459321665,2,1.54e-33,1.429561752988048e-32,1.190975585796282e-31,Kruskal-Wallis
MMP-12,Third,log2rfu,326,151.07550925608462,2,1.56e-33,1.4423809523809522e-32,1.2016553297629154e-31,Kruskal-Wallis
MICA,Third,log2rfu,326,151.0563169569814,2,1.58e-33,1.4550988142292488e-32,1.2122506488760576e-31,Kruskal-Wallis
a1-Antichymotrypsin,Second,log2rfu,372,151.02660439398346,2,1.6e-33,1.4677165354330708e-32,1.2227625402796473e-31,Kruskal-Wallis
C4,Second,log2rfu,372,150.9863746551107,2,1.64e-33,1.49265625e-32,1.2435399506320557e-31,Kruskal-Wallis
TIMD3,Third,log2rfu,326,150.98164182320897,2,1.64e-33,1.49265625e-32,1.2435399506320557e-31,Kruskal-Wallis
NKp44,Third,log2rfu,326,150.94453606171191,2,1.67e-33,1.5140466926070039e-32,1.2613604434236888e-31,Kruskal-Wallis
Transferrin,Second,log2rfu,372,150.87876911292847,2,1.73e-33,1.5623643410852712e-32,1.301614136263766e-31,Kruskal-Wallis
Nectin-like protein 2,Third,log2rfu,326,150.86568472986642,2,1.74e-33,1.565328185328185e-32,1.3040833308445778e-31,Kruskal-Wallis
MRC2,Third,log2rfu,326,150.83843271205228,2,1.76e-33,1.5772307692307693e-32,1.313999437515898e-31,Kruskal-Wallis
Coagulation Factor VII,Second,log2rfu,372,150.8315199990941,2,1.77e-33,1.5801149425287354e-32,1.3164022578039366e-31,Kruskal-Wallis
MMEL2,Second,log2rfu,372,150.75022933061905,2,1.84e-33,1.6363358778625957e-32,1.3632402214339123e-31,Kruskal-Wallis
IL-22BP,Second,log2rfu,372,150.64018722867354,2,1.9400000000000002e-33,1.718707224334601e-32,1.431864233241918e-31,Kruskal-Wallis
Cyclophilin A,Third,log2rfu,326,150.5979778776864,2,1.99e-33,1.7563257575757577e-32,1.4632044356291444e-31,Kruskal-Wallis
SLAF6,Second,log2rfu,372,150.4574531097312,2,2.1300000000000002e-33,1.872792452830189e-32,1.5602334659011672e-31,Kruskal-Wallis
OBCAM,Third,log2rfu,326,150.42262610541388,2,2.17e-33,1.9007894736842107e-32,1.5835579345661094e-31,Kruskal-Wallis
suPAR,Third,log2rfu,326,150.40623126684955,2,2.19e-33,1.911123595505618e-32,1.592167347041097e-31,Kruskal-Wallis
Carbonic anhydrase 6,Second,log2rfu,372,150.39432651665834,2,2.2e-33,1.9126865671641793e-32,1.5934694671368168e-31,Kruskal-Wallis
SLIK5,Third,log2rfu,326,150.35495918283846,2,2.24e-33,1.9402230483271376e-32,1.6164102577079652e-31,Kruskal-Wallis
LIGHT,Second,log2rfu,372,150.35003181974298,2,2.25e-33,1.9416666666666668e-32,1.617612943911617e-31,Kruskal-Wallis
TIMP-3,Third,log2rfu,326,150.3438189070239,2,2.26e-33,1.94309963099631e-32,1.6188067542023265e-31,Kruskal-Wallis
Protease nexin I,Third,log2rfu,326,150.2626004996298,2,2.35e-33,2.0130514705882354e-32,1.6770840080260146e-31,Kruskal-Wallis
SGTA,Third,log2rfu,326,150.12088424451008,2,2.52e-33,2.1436e-32,1.785844690078425e-31,Kruskal-Wallis
Cystatin-S,Second,log2rfu,372,150.11304113688698,2,2.53e-33,2.1436e-32,1.785844690078425e-31,Kruskal-Wallis
IL-22BP,Third,log2rfu,326,150.11043761812857,2,2.53e-33,2.1436e-32,1.785844690078425e-31,Kruskal-Wallis
Epithelial cell kinase,Third,log2rfu,326,149.9963665875664,2,2.68e-33,2.262463768115942e-32,1.8848707346448406e-31,Kruskal-Wallis
ATS1,Third,log2rfu,326,149.9793224844177,2,2.71e-33,2.279530685920578e-32,1.899089275668079e-31,Kruskal-Wallis
TSLP R,Third,log2rfu,326,149.95581213170044,2,2.74e-33,2.296474820143885e-32,1.9132055250292795e-31,Kruskal-Wallis
TNF-a,Third,log2rfu,326,149.9209444950568,2,2.7900000000000002e-33,2.3300000000000004e-32,1.9411355326939403e-31,Kruskal-Wallis
FLRT1,Third,log2rfu,326,149.88973961400825,2,2.83e-33,2.3549642857142857e-32,1.9619334134013757e-31,Kruskal-Wallis
FGFR4,Third,log2rfu,326,149.8026568200646,2,2.9600000000000002e-33,2.4543772241992885e-32,2.044754867179382e-31,Kruskal-Wallis
Transketolase,Third,log2rfu,326,149.7145139293425,2,3.09e-33,2.5530851063829785e-32,2.1269889347603815e-31,Kruskal-Wallis
TGF-b1,Second,log2rfu,372,149.43437667118155,2,3.5500000000000004e-33,2.922791519434629e-32,2.4349933360648368e-31,Kruskal-Wallis
TSP4,Third,log2rfu,326,149.42758892646907,2,3.5700000000000004e-33,2.9289084507042257e-32,2.440089384407524e-31,Kruskal-Wallis
AMPK a2b2g1,Second,log2rfu,372,149.386564184156,2,3.64e-33,2.975859649122807e-32,2.479204680352963e-31,Kruskal-Wallis
Thrombospondin-1,Third,log2rfu,326,149.31654084209163,2,3.77e-33,3.0713636363636363e-32,2.5587695658238303e-31,Kruskal-Wallis
IGFBP-6,Third,log2rfu,326,149.25173938188868,2,3.8900000000000004e-33,3.1580836236933803e-32,2.631016453721055e-31,Kruskal-Wallis
TCCR,Third,log2rfu,326,149.18055155925867,2,4.04e-33,3.2684722222222224e-32,2.7229817889178887e-31,Kruskal-Wallis
FGF-12,Second,log2rfu,372,149.11798367691472,2,4.16e-33,3.3539100346020765e-32,2.794160489967748e-31,Kruskal-Wallis
FCGR1,Third,log2rfu,326,149.08634027648486,2,4.2300000000000004e-33,3.3985862068965526e-32,2.831380449412196e-31,Kruskal-Wallis
CO8A1,Third,log2rfu,326,149.0185756457904,2,4.38e-33,3.5070103092783506e-32,2.9217091523022195e-31,Kruskal-Wallis
BNP-32,Second,log2rfu,372,148.93733657190523,2,4.5600000000000005e-33,3.626211604095563e-32,3.021016392178965e-31,Kruskal-Wallis
Activin AB,Third,log2rfu,326,148.93478659030075,2,4.5600000000000005e-33,3.626211604095563e-32,3.021016392178965e-31,Kruskal-Wallis
Dynactin subunit 2,Second,log2rfu,372,148.9072276255249,2,4.63e-33,3.669353741496599e-32,3.0569583389023616e-31,Kruskal-Wallis
SPTA2,Second,log2rfu,372,148.89731872305515,2,4.65e-33,3.67271186440678e-32,3.0597560091616354e-31,Kruskal-Wallis
Galectin-8,Third,log2rfu,326,148.75995877711784,2,4.98e-33,3.920067567567568e-32,3.265829375951292e-31,Kruskal-Wallis
Livin B,Third,log2rfu,326,148.72486531963727,2,5.07e-33,3.9774747474747476e-32,3.313655606315918e-31,Kruskal-Wallis
IL-10 Rb,Third,log2rfu,326,148.70570329943666,2,5.12e-33,4.003221476510067e-32,3.3351053447627436e-31,Kruskal-Wallis
Fibrinogen,Second,log2rfu,372,148.6336031073547,2,5.3000000000000004e-33,4.130100334448161e-32,3.440808803771868e-31,Kruskal-Wallis
IL-1a,Third,log2rfu,326,148.58453646114776,2,5.44e-33,4.2250666666666667e-32,3.5199257659516786e-31,Kruskal-Wallis
Dkk-4,Third,log2rfu,326,148.56629877148384,2,5.49e-33,4.249734219269103e-32,3.5404764367075524e-31,Kruskal-Wallis
PSME1,Third,log2rfu,326,148.4865803429309,2,5.71e-33,4.405397350993378e-32,3.670160229033907e-31,Kruskal-Wallis
FCRL3,Third,log2rfu,326,148.37417808771124,2,6.04e-33,4.644620462046205e-32,3.8694582895945214e-31,Kruskal-Wallis
Triosephosphate isomerase,Third,log2rfu,326,148.33918711481851,2,6.15e-33,4.713651315789474e-32,3.92696826515386e-31,Kruskal-Wallis
BMP RII,Third,log2rfu,326,148.22564550416269,2,6.500000000000001e-33,4.949346405228759e-32,4.1233271119315735e-31,Kruskal-Wallis
HSP 60,Third,log2rfu,326,148.2340291149526,2,6.480000000000001e-33,4.949346405228759e-32,4.1233271119315735e-31,Kruskal-Wallis
NADPH-P450 Oxidoreductase,Third,log2rfu,326,148.20833461706752,2,6.56e-33,4.978762214983714e-32,4.147833581261319e-31,Kruskal-Wallis
PTH,Third,log2rfu,326,148.05894408472727,2,7.07e-33,5.331100323624596e-32,4.441368354739857e-31,Kruskal-Wallis
PAPP-A,Third,log2rfu,326,148.0634861994265,2,7.05e-33,5.331100323624596e-32,4.441368354739857e-31,Kruskal-Wallis
Secretin,Third,log2rfu,326,148.01334947649457,2,7.23e-33,5.434161290322581e-32,4.5272290004442545e-31,Kruskal-Wallis
Protein C,Third,log2rfu,326,147.88482517215903,2,7.71e-33,5.776302250803859e-32,4.812268474942213e-31,Kruskal-Wallis
HO-2,Second,log2rfu,372,147.7775547058984,2,8.14e-33,6.078910256410257e-32,5.064372832092524e-31,Kruskal-Wallis
Epo,Second,log2rfu,372,147.76492024305094,2,8.190000000000001e-33,6.09670926517572e-32,5.079201282033027e-31,Kruskal-Wallis
MDHC,Third,log2rfu,326,147.69353461634137,2,8.49e-33,6.299904458598727e-32,5.248484290627884e-31,Kruskal-Wallis
Flt3 ligand,Third,log2rfu,326,147.6741527668396,2,8.57e-33,6.339079365079366e-32,5.281121115932403e-31,Kruskal-Wallis
IMDH2,Third,log2rfu,326,147.647204501724,2,8.69e-33,6.4075e-32,5.3381227149083355e-31,Kruskal-Wallis
eIF-5A-1,Third,log2rfu,326,147.63075337903751,2,8.76e-33,6.438738170347003e-32,5.364147402649501e-31,Kruskal-Wallis
Protein disulfide isomerase A3,Second,log2rfu,372,147.61306950406652,2,8.84e-33,6.477106918238994e-32,5.396112612897621e-31,Kruskal-Wallis
Factor B,Third,log2rfu,326,147.46449594775277,2,9.52e-33,6.946312500000001e-32,5.78701030684381e-31,Kruskal-Wallis
SPTA2,Third,log2rfu,326,147.45894254843597,2,9.54e-33,6.946312500000001e-32,5.78701030684381e-31,Kruskal-Wallis
EG-VEGF,Third,log2rfu,326,147.43221221320755,2,9.67e-33,7.019034267912772e-32,5.847595202850593e-31,Kruskal-Wallis
PTP-1C,Second,log2rfu,372,147.40797835976673,2,9.79e-33,7.084068322981367e-32,5.901775423935924e-31,Kruskal-Wallis
LCMT1,Third,log2rfu,326,147.30833106963155,2,1.03e-32,7.430030959752322e-32,6.189998757506993e-31,Kruskal-Wallis
FGFR4,Second,log2rfu,372,147.27385409950375,2,1.05e-32,7.550925925925926e-32,6.2907170041007324e-31,Kruskal-Wallis
FCAR,Third,log2rfu,326,147.1503142762931,2,1.11e-32,7.933435582822086e-32,6.609387856718631e-31,Kruskal-Wallis
C4b,Second,log2rfu,372,147.15913791780872,2,1.11e-32,7.933435582822086e-32,6.609387856718631e-31,Kruskal-Wallis
RBM39,Second,log2rfu,372,147.10169714595463,2,1.1399999999999999e-32,8.122935779816513e-32,6.767261490125663e-31,Kruskal-Wallis
Gro-b/g,Third,log2rfu,326,146.9127828783421,2,1.2499999999999998e-32,8.879573170731706e-32,7.397620170327515e-31,Kruskal-Wallis
LY86,Third,log2rfu,326,146.88256456158933,2,1.2699999999999998e-32,8.994224924012156e-32,7.493137162678735e-31,Kruskal-Wallis
ENA-78,Second,log2rfu,372,146.78190417449105,2,1.3399999999999998e-32,9.461212121212119e-32,7.882186708514787e-31,Kruskal-Wallis
ITI heavy chain H4,Second,log2rfu,372,146.72962554101173,2,1.37e-32,9.64380664652568e-32,8.034307189699995e-31,Kruskal-Wallis
PHI,Third,log2rfu,326,146.68859601282156,2,1.4e-32,9.825301204819278e-32,8.185511282444326e-31,Kruskal-Wallis
NET4,Second,log2rfu,372,146.48370432936508,2,1.5499999999999998e-32,1.0845345345345343e-31,9.03531554256939e-31,Kruskal-Wallis
FGFR-3,Second,log2rfu,372,146.4248358765151,2,1.5999999999999998e-32,1.1161676646706585e-31,9.298852851228456e-31,Kruskal-Wallis
RAP,Third,log2rfu,326,146.39486936008302,2,1.6199999999999998e-32,1.1267462686567162e-31,9.386983770042337e-31,Kruskal-Wallis
Peroxiredoxin-1,Third,log2rfu,326,146.3796003715588,2,1.64e-32,1.1372619047619048e-31,9.474590100053758e-31,Kruskal-Wallis
IL-8,Second,log2rfu,372,146.35701939957698,2,1.66e-32,1.1477151335311573e-31,9.561676511192703e-31,Kruskal-Wallis
LY9,Second,log2rfu,372,146.20383334729127,2,1.7899999999999998e-32,1.2339349112426034e-31,1.0279978116929446e-30,Kruskal-Wallis
GFRa-2,Third,log2rfu,326,146.1662494146383,2,1.82e-32,1.2509144542772861e-31,1.0421435603253603e-30,Kruskal-Wallis
ULBP-1,Third,log2rfu,326,146.0515145805905,2,1.9299999999999998e-32,1.3226176470588234e-31,1.10187987591156e-30,Kruskal-Wallis
IFN-g R1,Second,log2rfu,372,146.03149200935354,2,1.9499999999999998e-32,1.3324046920821114e-31,1.110033515763397e-30,Kruskal-Wallis
BSSP4,Third,log2rfu,326,145.9674460737358,2,2.01e-32,1.3693859649122807e-31,1.1408428130745087e-30,Kruskal-Wallis
URB,Third,log2rfu,326,145.9580735104155,2,2.0199999999999998e-32,1.3721865889212827e-31,1.1431760280005128e-30,Kruskal-Wallis
DEAD-box protein 19B,Third,log2rfu,326,145.89144245311627,2,2.0899999999999998e-32,1.4156104651162788e-31,1.1793526928285856e-30,Kruskal-Wallis
KYNU,Third,log2rfu,326,145.79764851082405,2,2.19e-32,1.4790434782608694e-31,1.2321990772752838e-30,Kruskal-Wallis
Ephrin-A4,Third,log2rfu,326,145.741135551021,2,2.2499999999999997e-32,1.515173410404624e-31,1.2622991180813195e-30,Kruskal-Wallis
Spondin-1,Third,log2rfu,326,145.68504648188627,2,2.3199999999999997e-32,1.5578097982708932e-31,1.297819722146957e-30,Kruskal-Wallis
PDK1,Second,log2rfu,372,145.66825337344244,2,2.34e-32,1.5667241379310346e-31,1.305246306466615e-30,Kruskal-Wallis
Testican-1,Third,log2rfu,326,145.56643188413113,2,2.4599999999999997e-32,1.642349570200573e-31,1.368250260867362e-30,Kruskal-Wallis
Myoglobin,Third,log2rfu,326,145.52300456376247,2,2.51e-32,1.6709428571428574e-31,1.3920714820176545e-30,Kruskal-Wallis
Protein disulfide-isomerase,Third,log2rfu,326,145.51961880146655,2,2.52e-32,1.6728205128205128e-31,1.393635767062316e-30,Kruskal-Wallis
ASM3A,Second,log2rfu,372,145.428418920711,2,2.63e-32,1.7408806818181817e-31,1.4503370599389382e-30,Kruskal-Wallis
SHP-2,Third,log2rfu,326,145.37683210055275,2,2.7e-32,1.7821529745042493e-31,1.4847212289727021e-30,Kruskal-Wallis
LKHA4,Second,log2rfu,372,145.13414812370274,2,3.05e-32,2.0074858757062146e-31,1.6724472809933665e-30,Kruskal-Wallis
MCP-2,Second,log2rfu,372,145.06032639277828,2,3.1699999999999996e-32,2.0805915492957745e-31,1.7333520108844478e-30,Kruskal-Wallis
TIG2,Second,log2rfu,372,144.98228829062828,2,3.29e-32,2.1532865168539325e-31,1.793914579371647e-30,Kruskal-Wallis
IMDH2,Second,log2rfu,372,144.89041691940952,2,3.4499999999999995e-32,2.2516806722689073e-31,1.8758872794941436e-30,Kruskal-Wallis
uPA,Third,log2rfu,326,144.8652676826764,2,3.49e-32,2.2714245810055865e-31,1.8923360360619698e-30,Kruskal-Wallis
PTH,Second,log2rfu,372,144.84141872712325,2,3.53e-32,2.291058495821727e-31,1.9086931561029553e-30,Kruskal-Wallis
Peroxiredoxin-6,Second,log2rfu,372,144.79454695193522,2,3.6199999999999996e-32,2.342944444444444e-31,1.951919618986684e-30,Kruskal-Wallis
Thymidine kinase,Third,log2rfu,326,144.7684937544875,2,3.6599999999999995e-32,2.362271468144044e-31,1.968021066387762e-30,Kruskal-Wallis
C1-Esterase Inhibitor,Third,log2rfu,326,144.69547232643777,2,3.7999999999999995e-32,2.44585635359116e-31,2.0376560840433624e-30,Kruskal-Wallis
EMAP-2,Second,log2rfu,372,144.60945991150902,2,3.9699999999999996e-32,2.5482369146005506e-31,2.1229498801087993e-30,Kruskal-Wallis
IL-18 Rb,Third,log2rfu,326,144.597949176974,2,3.99e-32,2.5540384615384616e-31,2.1277831800683577e-30,Kruskal-Wallis
PPIE,Second,log2rfu,372,144.44436518226848,2,4.31e-32,2.7501639344262294e-31,2.2911763664584212e-30,Kruskal-Wallis
PUR8,Third,log2rfu,326,144.43923257507117,2,4.3199999999999996e-32,2.7501639344262294e-31,2.2911763664584212e-30,Kruskal-Wallis
CD30 Ligand,Second,log2rfu,372,144.3934845953588,2,4.4199999999999997e-32,2.806158038147139e-31,2.337825355451557e-30,Kruskal-Wallis
hnRNP A2/B1,Third,log2rfu,326,144.3559760400026,2,4.4999999999999995e-32,2.849184782608695e-31,2.373671167696394e-30,Kruskal-Wallis
UFM1,Second,log2rfu,372,144.31408469992198,2,4.5999999999999996e-32,2.9046070460704607e-31,2.4198437534938006e-30,Kruskal-Wallis
Layilin,Third,log2rfu,326,144.29151208900566,2,4.65e-32,2.928243243243243e-31,2.4395351964937355e-30,Kruskal-Wallis
IL-12 Rb1,Second,log2rfu,372,144.0692492907383,2,5.2e-32,3.2569892473118276e-31,2.71341526075497e-30,Kruskal-Wallis
Marapsin,Second,log2rfu,372,144.0711052691952,2,5.19e-32,3.2569892473118276e-31,2.71341526075497e-30,Kruskal-Wallis
Moesin,Second,log2rfu,372,143.99875689484747,2,5.38e-32,3.3606970509383377e-31,2.7998147897837533e-30,Kruskal-Wallis
TGF-b1,Third,log2rfu,326,143.99405048895255,2,5.4e-32,3.364171122994652e-31,2.8027090579003416e-30,Kruskal-Wallis
